角色名,唱法/表演方式,台词,来源文件,字数,情感分
关羽,白,不可无礼。,16sangumaolu.csv,4,0.9
关羽,同白,先生，我等有礼！,16sangumaolu.csv,6,0.9
关羽,同白,是。,16sangumaolu.csv,1,0.55
关羽,同白,打搅了。,16sangumaolu.csv,3,0.1
关羽,引子,壮志凌云冲霄汉，统领雄师扶汉鼎。,16zhanchangsha.csv,14,0.9
关羽,念,赤人赤马秉赤心，青龙偃月建功勋。将令一出山摇震，某保大哥锦乾坤。,16zhanchangsha.csv,28,0.9
关羽,白,"某，汉室关。桃园结义，誓同生死，三顾茅庐，聘请诸葛先生下山，攻无不取，战无不胜。某与军师打赌争印，夺取长沙。今乃黄道吉日，正好兴师。
军士们！",16zhanchangsha.csv,57,0.58
关羽,白,听某一令！,16zhanchangsha.csv,4,0.55
关羽,西皮导板,某奉军师将令差，,16zhanchangsha.csv,7,0.55
关羽,西皮原板,"威风凛凛坐将台。
旌旗不住空中摆，
大小儿郎显英才。
此一番夺取长沙界，
个个奋勇不迟延。
某家出世威名在，
哪把长沙挂心怀。
三军与爷把马带，
施展虎威擒敌来。",16zhanchangsha.csv,64,0.5
关羽,白,夺取长沙！,16zhanchangsha.csv,4,0.55
关羽,白,然。,16zhanchangsha.csv,1,0.55
关羽,白,若问某家本领，你且听道：,16zhanchangsha.csv,10,0.55
关羽,西皮导板,勒马停蹄站疆场，,16zhanchangsha.csv,7,0.55
关羽,西皮二六板,"黄忠老儿听端详：
某大哥堂堂帝王相，
当今皇叔天下扬。
某三弟翼德猛勇将，
大吼一声断桥梁。
某四弟子龙常山将，
长坂坡前救过小王。
三请军师诸葛亮，
神机妙算世无双。
某家出世斩熊虎，
匹马单刀斩颜良。
过五关曾斩六员将，
擂鼓三通斩蔡阳。
劝你早把长沙让，
稍若迟延在某的刀下亡。",16zhanchangsha.csv,113,0.5444444444444445
关羽,白,且住！黄忠老儿，倒也骁勇。他若来时，拖刀计伤他！,16zhanchangsha.csv,19,0.9
关羽,白,"某家出师以来，不斩落马之将，回营换马再战。
好一员老将！
军士们，收兵。",16zhanchangsha.csv,28,0.1
关羽,唱,"黄忠老将好武艺，
敢与关某来对敌。
我把黄忠好一比，
绵羊见虎把头低。
将身来到宝帐里……",16zhanchangsha.csv,35,0.9
关羽,白,再探！,16zhanchangsha.csv,2,0.55
关羽,唱,"三军带过追风骑，
今日战场见高低。",16zhanchangsha.csv,14,0.55
关羽,白,黄忠，昨日饶你不死，今日又来送命不成？,16zhanchangsha.csv,16,0.9
关羽,白,口出不利之言，定被我擒。,16zhanchangsha.csv,10,0.1
关羽,西皮摇板,"接过雕翎箭一条。
明知深山有虎豹，
大胆上山去砍樵。",16zhanchangsha.csv,21,0.3666666666666667
关羽,西皮摇板,"连接雕翎箭二根。
百步穿杨射虽准，
放箭哪有某接箭能。",16zhanchangsha.csv,22,0.55
关羽,白,"呜呼呀！原来是无头雕翎。黄忠老将定有降顺桃园之意。
众将官！",16zhanchangsha.csv,25,0.9
关羽,白,将长沙团团围住了！,16zhanchangsha.csv,8,0.55
关羽,西皮摇板,"奉令夺取长沙地，
威风凛凛把兵提。
义扶汉室三分鼎，
且听探马报军机。",16zhanchangsha.csv,28,0.9
关羽,白,"吩咐架起刀门！
传黄忠、魏延进帐！",16zhanchangsha.csv,13,0.9
关羽,西皮散板,"丹凤眼来观觑，
只见二将跪丹墀，
为什么停兵不交战？
归降的事儿说端的。",16zhanchangsha.csv,29,0.55
关羽,西皮散板,"将首级高挂营门地，
我兄王到此报功绩。",16zhanchangsha.csv,16,0.55
关羽,白,请坐。,16zhanchangsha.csv,2,0.55
关羽,白,老将军好刀法。,16zhanchangsha.csv,6,0.55
关羽,白,昨日阵前为何不见魏将军？,16zhanchangsha.csv,11,0.55
关羽,白,某兄王驾到定有封赏。,16zhanchangsha.csv,9,0.55
关羽,白,二位将军帐外候令。,16zhanchangsha.csv,8,0.55
关羽,白,有请！,16zhanchangsha.csv,2,0.55
关羽,白,主公洪福，军师妙算。末将何功之有？,16zhanchangsha.csv,14,0.9
关羽,白,收来黄忠、魏延现在帐外听令。,16zhanchangsha.csv,12,0.9
关羽,白,黄、魏将军进帐。,16zhanchangsha.csv,6,0.55
关羽,白,见过主公、军师。,16zhanchangsha.csv,6,0.55
关羽,白,"刀下留人！
军师为何将魏延斩首？",16zhanchangsha.csv,13,0.1
关羽,白,若将魏延斩首，我桃园弟兄就不义气了！,16zhanchangsha.csv,16,0.30000000000000004
关羽,白,望军师开恩。,16zhanchangsha.csv,5,0.55
关羽,白,长沙印信呈上。,16zhanchangsha.csv,6,0.9
关羽,白,谢军师。,16zhanchangsha.csv,3,0.9
关羽,引子,"赤面长髯，秉丹心，
威镇荆州震乾坤。",17dandaohui.csv,14,0.9
关羽,白,站立两厢。,17dandaohui.csv,4,0.55
关羽,念,赤兔马千山踏遍，青龙刀遮日光寒。镇荆州成王霸业，保大哥立帝西川。,17dandaohui.csv,28,0.9
关羽,白,"某，汉室荆州王关。桃园结义盟誓，恢复汉室。如今某大哥，西川立帝，三弟阆中为将，封某荆州为王。想这荆襄乃借东吴之地，未必甘休，每日教演军卒，提防冲锋。
站堂军，伺候了。",17dandaohui.csv,68,0.9
关羽,白,有请。,17dandaohui.csv,2,0.55
关羽,白,远路而来，只行常礼。请坐。,17dandaohui.csv,10,0.9
关羽,白,子瑜驾临，必有所为？,17dandaohui.csv,8,0.55
关羽,白,大胆！,17dandaohui.csv,2,0.55
关羽,西皮二六板,"怒发冲冠三千丈，
一言怒恼关云长。
这荆州原本是关某执掌，
你们哪一个大胆敢提夺荆襄。
不看军师诸葛亮，
定斩你首级挂营房。",17dandaohui.csv,51,0.1
关羽,白,"唗！大胆诸葛瑾，进得帐来，如此言语冒昧，不看吾国军师面上，定斩你的首级。
众将，轰出去。",17dandaohui.csv,35,0.1
关羽,白,瓮中之水，能起多大风浪？且勿多言，掩门。,17dandaohui.csv,16,0.55
关羽,内白,吩咐弓上弦，刀出鞘，站堂伺候。,17dandaohui.csv,12,0.55
关羽,白,周仓，命下书人报门而进！,17dandaohui.csv,10,0.55
关羽,白,你叫什么名字？,17dandaohui.csv,6,0.55
关羽,白,奉何人所差？,17dandaohui.csv,5,0.55
关羽,白,呈上来。外厢伺候。,17dandaohui.csv,7,0.55
关羽,白,"关平拆书，为父观看。
黄文进帐。",17dandaohui.csv,12,0.55
关羽,白,拜上你家都督，关某修书不及，照书行事。,17dandaohui.csv,16,0.9
关羽,白,鲁大夫在陆口临江亭设宴，请某过江赴会。,17dandaohui.csv,17,0.55
关羽,白,吾岂不知耶！此是诸葛瑾，回报孙权，说我不肯交还三郡，故令鲁肃，屯兵陆口，邀我赴会，使索荆州。吾若不去，道吾怯矣。某独驾小舟，只用亲随十余人，单刀赴会，看那鲁肃，如何近我？,17dandaohui.csv,70,0.55
关羽,白,我于千军万马之中，矢石交攻之际，匹马纵横，如入无人之境，岂忧江东群鼠乎？,17dandaohui.csv,31,0.55
关羽,白,昔年战国时，赵人蔺相如，手无缚鸡之力，于渑池会上，视秦王君臣如无物，况我曾学万人敌者乎？我已许之，岂能失信。,17dandaohui.csv,46,0.3666666666666667
关羽,白,"公等不必心悬，某自有准备。
周将，命你一人跟随，准备船只，不得违误。",17dandaohui.csv,27,0.55
关羽,白,关平听令！选快船十只，藏善水军五百，于江上等候，看吾红旗一挥，过江接应。,17dandaohui.csv,30,0.9
关羽,白,王甫、赵累、糜芳、傅士仁带领本部人马，四路巡哨，不得有误！,17dandaohui.csv,23,0.9
关羽,白,马良、廖化，镇守城池。,17dandaohui.csv,8,0.55
关羽,白,带马江边去者！,17dandaohui.csv,6,0.55
关羽,白,鸣金开船。,17dandaohui.csv,4,0.55
关羽,白,好一派威严也！,17dandaohui.csv,6,0.9
关羽,新水令,"大江东去浪千叠，
乘西风小舟一叶。
才离了九重龙凤阙，
探千丈龙潭虎穴。",17dandaohui.csv,29,0.55
关羽,白,周将打座船头。,17dandaohui.csv,6,0.1
关羽,白,好一派江景也！,17dandaohui.csv,6,0.55
关羽,喜迁莺,"观江水滔滔浪涌，
波浪中隐隐伏兵。
俺惊也莫惊，
凭着俺青龙偃月敌万军。",17dandaohui.csv,29,0.55
关羽,刮地风,"观东吴缥缈缈旌旗绕，
恰便似虎入羊群何惧尔曹。",17dandaohui.csv,20,0.1
关羽,白,周将，对东吴大喊，荆州王过江，命鲁肃前来迎接。,17dandaohui.csv,19,0.55
关羽,白,久违了。,17dandaohui.csv,3,0.55
关羽,白,不敢，大夫请。,17dandaohui.csv,5,0.55
关羽,白,岂敢，关某有何德能，敢劳大夫陆口设宴。,17dandaohui.csv,16,0.9
关羽,白,这就不敢。,17dandaohui.csv,4,0.55
关羽,白,大夫请，啊，大夫请！,17dandaohui.csv,7,0.55
关羽,白,在这厢。,17dandaohui.csv,3,0.55
关羽,同白,请。,17dandaohui.csv,1,0.55
关羽,白,大夫请听。,17dandaohui.csv,4,0.55
关羽,叨叨令,"银台上辉煌的丰筵锦，
引得俺威武赳赳血气性。
忆当年百战疆场名远震，
兀的是喜煞人来也么哥，",17dandaohui.csv,39,0.6333333333333333
关羽,同白,（大夫）（君侯）请。,17dandaohui.csv,5,0.55
关羽,白,某当年所做之事，听者倒也惊人，见着却是平常。大夫若不嫌耳烦，待某下位细说一遍。当年我弟兄三人，徐州失散，关某困于土山，那曹操差去张文远，顺说关某降曹，某因不知哥弟存亡，二嫂依赖，万般无奈，暂为降曹。河北袁绍差去大将颜良攻打白马坡，曹操请某观敌掠阵，众将不能取胜，是关某一怒，一马冲下土山。,17dandaohui.csv,125,0.1
关羽,白,非但关某不战，还落马停刀。,17dandaohui.csv,11,0.55
关羽,白,不慌。,17dandaohui.csv,2,0.55
关羽,白,一些儿也不忙，那时关某，青龙刀起，颜良头落。后来又诛文丑，关某在曹营，立有些小之功，不足挂齿。大夫见笑了，见笑了！哈哈哈哈！,17dandaohui.csv,51,0.1
关羽,白,嗯！小小年纪，舞口弄舌，想为父冲锋未遇三合之将。东吴乃蝼蚁之众，他纵有刀山剑林，关某何惧？,17dandaohui.csv,38,0.1
关羽,白,大夫不嫌絮烦，待某再说一遍。某自进曹营，曹公三日小宴，五日大宴，上马献金，下马献银，赠袍赐马，保某为汉寿亭侯，十分恩德。某新恩虽厚，旧义难忘。某攻打汝南，阵前得遇孙乾，道俺大哥，已在河北袁绍营中，不知真假，是某回师许昌，心悬两地，闷闷不乐。某大哥使陈震前来下书。某得着大哥书信，连辞曹公，回避牌高挂，不容相见。是某万般无奈，挂印封金，写柬辞曹，出得北门，只听得后面，这哗啦啦人马呐喊。,17dandaohui.csv,161,0.6714285714285715
关羽,白,许褚、张辽。,17dandaohui.csv,4,0.55
关羽,白,请某少行片时，曹公前来饯行。关某独立桥梁，待曹公赶到，送来古美酒、大红袍，亲自送行。某心生一计，这酒，酒祭青龙刀，这刀，刀挑大红袍。某本应下马称谢，恐其有诈，是某催马过这八里桥！,17dandaohui.csv,74,0.6333333333333333
关羽,四块玉,"他他他，曹兵胆战惊，
哪个大胆敢前进。
那是俺虎狼威吓掉贼魂，
那曹兵个个往后退，
行过了灞陵桥日近黄昏。",17dandaohui.csv,43,0.9
关羽,白,关某刀响。,17dandaohui.csv,4,0.55
关羽,白,响过三次。,17dandaohui.csv,4,0.55
关羽,白,汜水关前斩华雄。,17dandaohui.csv,7,0.1
关羽,白,斩颜良、诛文丑。,17dandaohui.csv,6,0.1
关羽,白,只怕应在你东吴，大夫的头上。,17dandaohui.csv,12,0.55
关羽,白,言重了？哈哈哈哈！,17dandaohui.csv,7,0.55
关羽,白,有何金言？请讲当面。,17dandaohui.csv,8,0.55
关羽,白,嗯！,17dandaohui.csv,1,0.55
关羽,白,此皆吾兄之事，非某所宜与也！,17dandaohui.csv,12,0.55
关羽,白,嗯！大夫，今日请某过江，还是饮宴，还是催讨荆州？,17dandaohui.csv,19,0.55
关羽,白,大胆！鲁大夫请某赴宴，提起军国之事，真正岂有此理！,17dandaohui.csv,21,0.9
关羽,白,鲁大夫！吾今日不写退割文约，你便怎么样？,17dandaohui.csv,17,0.55
关羽,白,鲁大夫，事到其间，你为难何来？,17dandaohui.csv,12,0.55
关羽,白,量不就！,17dandaohui.csv,3,0.55
关羽,白,量不就！,17dandaohui.csv,3,0.55
关羽,白,请便。,17dandaohui.csv,2,0.55
关羽,白,鲁大夫，请某过江，敢有奸诈？,17dandaohui.csv,11,0.55
关羽,白,这些人马？,17dandaohui.csv,4,0.55
关羽,白,护送关某的？,17dandaohui.csv,5,0.9
关羽,白,关某领谢了！,17dandaohui.csv,5,0.9
关羽,尾声,"汉江饮宴多叨扰，
孙、刘还是旧故交。
若不看子敬情意好，",17dandaohui.csv,22,0.55
关羽,白,大夫！,17dandaohui.csv,2,0.55
关羽,尾声,俺怎肯将你恕饶。,17dandaohui.csv,7,0.55
关羽,笑,哈哈哈哈！,17dandaohui.csv,4,0.55
关羽,白,开船！,17dandaohui.csv,2,0.55
关羽,引子,绿袍金甲须似灰，凤目蚕眉美髯公。,18quxiangyang.csv,14,0.55
关羽,白,少礼，站下。,18quxiangyang.csv,4,0.9
关羽,诗,志气凌云贯斗牛，平生最喜读春秋。丈夫须抱凌云志，自然谈笑觅封侯。,18quxiangyang.csv,28,0.55
关羽,白,"某，汉室关。今奉大哥与军师将令，镇守荆州一带等处。可恨曹操，命曹仁据守襄阳、樊城，久欲前去攻取，怎奈未奉大哥诏谕，未便妄动。我想荆州乃东吴之地，未必就此罢休，为此每日操演人马，紧防对敌。
站堂军！",18quxiangyang.csv,82,0.5
关羽,白,伺候了！,18quxiangyang.csv,3,0.55
关羽,白,"再探。
唔呼呀！想诸葛瑾乃军师令兄，不可慢待。
来！",18quxiangyang.csv,19,0.55
关羽,白,有请诸葛先生。,18quxiangyang.csv,6,0.55
关羽,白,子瑜远道而来，只行常礼。,18quxiangyang.csv,10,0.9
关羽,白,来！与先生看座。,18quxiangyang.csv,6,0.55
关羽,白,远来贵客，焉有不坐之礼。,18quxiangyang.csv,10,0.9
关羽,白,先生到此，必有所为。,18quxiangyang.csv,8,0.55
关羽,白,何喜之有？,18quxiangyang.csv,4,0.55
关羽,白,汝主犬子，岂配关某虎女？,18quxiangyang.csv,10,0.55
关羽,白,子瑜大胆！,18quxiangyang.csv,4,0.55
关羽,西皮二六板,"闻言怒发三千丈，
一言怒恼关云长；
若不看军师诸葛亮，
定斩尔首级挂营房。",18quxiangyang.csv,30,0.1
关羽,白,"唗！胆大诸葛瑾，进得帐来，信口胡言。若不看有令弟之面，定要汝头。
来，叉出帐去！",18quxiangyang.csv,31,0.9
关羽,白,怎见得？,18quxiangyang.csv,3,0.55
关羽,白,"瓮中之水，能起多大波浪；蝼蚁之辈，焉能撼动泰山。且勿多言。
掩门！",18quxiangyang.csv,26,0.55
关羽,内,香案接诏。,18quxiangyang.csv,4,0.55
关羽,白,司马为何不开读？,18quxiangyang.csv,7,0.55
关羽,白,香案供奉。司马有何密言？当面赐教。,18quxiangyang.csv,14,0.55
关羽,白,某大哥进位汉中王，封某何职？,18quxiangyang.csv,12,0.55
关羽,白,五虎将不知都是何人？,18quxiangyang.csv,9,0.55
关羽,白,关、张、赵、马、黄？翼德，我弟也。子龙久随大哥，建立功勋，犹我弟也。孟起世代名家。黄忠老儿乃长沙一武夫耳，焉能与某等并列？关某不受此爵。,18quxiangyang.csv,54,0.9
关羽,白,怎见得？,18quxiangyang.csv,3,0.55
关羽,白,唔呼呀！若不是司马明言指教，险误大事，看印拜过。,18quxiangyang.csv,20,0.9
关羽,白,"领旨。
糜芳、傅士仁听令！",18quxiangyang.csv,9,0.9
关羽,白,命你二人以为前站先锋，城外扎营，听候调遣。,18quxiangyang.csv,18,0.55
关羽,白,备有酒宴与司马同饮。,18quxiangyang.csv,9,0.55
关羽,白,"关平把盏。
司马请。",18quxiangyang.csv,7,0.55
关羽,白,"再探！
关平听令！",18quxiangyang.csv,6,0.55
关羽,白,速往城外查看。,18quxiangyang.csv,6,0.55
关羽,白,司马请。,18quxiangyang.csv,3,0.55
关羽,白,噢！竟有这等事，将他二人抓来见我。,18quxiangyang.csv,14,0.55
关羽,白,司马请！,18quxiangyang.csv,3,0.55
关羽,白,周将！,18quxiangyang.csv,2,0.55
关羽,白,叫他二人报门而进。,18quxiangyang.csv,8,0.55
关羽,白,唗！你二人竟敢纵军饮酒，伤损本部军卒，推出斩了！,18quxiangyang.csv,20,0.1
关羽,白,司马敢是与他二人讲情？,18quxiangyang.csv,10,0.55
关羽,白,看在司马份上，每人重责四十军棍。,18quxiangyang.csv,14,0.55
关羽,白,撤回先锋大印，命你二人镇守公安、南郡，若有差错，提头来见。,18quxiangyang.csv,24,0.9
关羽,白,某素知他二人行为，既已派定，不须更改。,18quxiangyang.csv,16,0.55
关羽,白,"恕不远送。
廖化听令。",18quxiangyang.csv,8,0.55
关羽,白,命你以为前站先锋。,18quxiangyang.csv,8,0.55
关羽,白,关平以为副将。,18quxiangyang.csv,6,0.55
关羽,白,马良、伊籍听令。,18quxiangyang.csv,6,0.55
关羽,白,以为随军参谋。,18quxiangyang.csv,6,0.55
关羽,白,余下之将，随营调遣。掩门。,18quxiangyang.csv,10,0.55
关羽,西皮散板,"某家兴兵谁敢挡，
威风凛凛镇荆襄。
但愿烟尘齐扫荡，
扭转汉室锦家邦。",18quxiangyang.csv,28,0.9
关羽,白,香案接旨。,18quxiangyang.csv,4,0.55
关羽,同白,万岁。,18quxiangyang.csv,2,0.55
关羽,同白,万万岁！,18quxiangyang.csv,3,0.55
关羽,白,香案供奉。太傅一路之上，多受风霜之苦。,18quxiangyang.csv,16,0.55
关羽,白,后堂留宴。,18quxiangyang.csv,4,0.55
关羽,白,"奉送。
关平听令！",18quxiangyang.csv,6,0.55
关羽,白,攻打头阵。,18quxiangyang.csv,4,0.1
关羽,白,众将官！,18quxiangyang.csv,3,0.55
关羽,白,各带器械，随某出战者。,18quxiangyang.csv,9,0.55
关羽,白,挂榜安民。王甫听令！,18quxiangyang.csv,8,0.9
关羽,白,沿江一带，或三十里，或二十里，选高冈之处，建造烽火台，若有吴兵偷袭，日则放烟，夜则举火，某当亲往击之。,18quxiangyang.csv,42,0.55
关羽,白,赵累听令！,18quxiangyang.csv,4,0.55
关羽,白,攻打樊城！,18quxiangyang.csv,4,0.1
关羽,白,关平听令！,18quxiangyang.csv,4,0.55
关羽,白,坐镇襄阳！,18quxiangyang.csv,4,0.55
关羽,白,众将官！,18quxiangyang.csv,3,0.55
关羽,白,攻打樊城。,18quxiangyang.csv,4,0.1
关羽,白,小心防守。,18quxiangyang.csv,4,0.55
关羽,引子,"赤面雄心，须似乌，
绿袍锦甲，逞威武。秉烛达旦天下晓，汉室美髯一丈夫。",19shuiyanqijun.csv,28,0.9
关羽,白,少礼。,19shuiyanqijun.csv,2,0.9
关羽,念,威镇荆州统雄兵，运筹帷幄鬼神惊。东吴君臣俱丧胆，智压曹瞒百万军。,19shuiyanqijun.csv,28,0.9
关羽,白,桃园结义，玄德兄、翼德弟，誓同生死。某奉大哥之命，威镇荆襄九郡。前者曹仁失机兵败，曹操定不干休。也曾命赵累将军，探听魏军动静，未见回报。,19shuiyanqijun.csv,57,0.7400000000000001
关羽,白,"参谋紧守大营。
且住！庞德小儿，不过是马超帐下一员小将，何敢出此狂言？庞德呀，庞德！任你英勇无敌手，难逃关某偃月刀。
周将！",19shuiyanqijun.csv,50,0.9
关羽,白,排开阵式，迎敌者！,19shuiyanqijun.csv,7,0.55
关羽,白,呔，马前来的敢是庞德？,19shuiyanqijun.csv,9,0.9
关羽,白,庞将军！关某威名，尔岂不知？若肯归降，关某有爱将之癖，饶你不死。,19shuiyanqijun.csv,26,0.9
关羽,白,关羽马前，未遇三合之将。,19shuiyanqijun.csv,10,0.55
关羽,白,"你营先自鸣金，何言关某怯战？
众将官！",19shuiyanqijun.csv,15,0.55
关羽,白,收兵。,19shuiyanqijun.csv,2,0.55
关羽,白,周将。,19shuiyanqijun.csv,2,0.55
关羽,白,传令下去，人不可卸甲，马不可离鞍，明日五鼓天明，大战庞德。,19shuiyanqijun.csv,24,0.9
关羽,白,起过一旁。,19shuiyanqijun.csv,4,0.55
关羽,念,收了刀枪卷了旗，两下鸣金各自归。强中自有强中手，庞德刀法世间稀。,19shuiyanqijun.csv,28,0.9
关羽,吹腔,恨庞德英勇无敌，,19shuiyanqijun.csv,7,0.6333333333333333
关羽,白,"刀来！
刀哇！想你过关斩将，何等威风。今日小小庞德，战他不过，好不气煞人也！",19shuiyanqijun.csv,30,0.42000000000000004
关羽,吹腔,"纵有青龙刀要尔何用。
大骂庞德尔好威风，尔好煞气，
阵前逞能轻视俺关某——
赤兔马要尔还何用。",19shuiyanqijun.csv,38,0.9
关羽,吹腔,那庞德明日里若来讨战——,19shuiyanqijun.csv,10,0.9
关羽,白,你么？,19shuiyanqijun.csv,2,0.55
关羽,白,嗯？,19shuiyanqijun.csv,1,0.55
关羽,白,哼！,19shuiyanqijun.csv,1,0.55
关羽,吹腔,三马连环战庞德，岂不羞惭！,19shuiyanqijun.csv,11,0.9
关羽,白,"有这等事？
关平、周将随我查看者。",19shuiyanqijun.csv,13,0.55
关羽,粉蝶儿,"离却宝帐，
出营房敌情查防，
雾腾腾杀气弥漫，
上山冈仔细观望。
白茫茫一带襄江，
又听得水声沧浪。",19shuiyanqijun.csv,39,0.1
关羽,粉蝶儿,"魏营中移营盘军号喧嚷，
猛然间计上胸膛。
乘襄江狂涛怒涨，
擒庞德和七军尽赴汪洋。",19shuiyanqijun.csv,34,0.42000000000000004
关羽,白,"回营！
哈哈哈！",19shuiyanqijun.csv,5,0.55
关羽,白,我笑的是庞德恃勇，于禁无谋。七路大军，屯扎在罾口川低洼之处。鱼入罾口，岂能久乎？某略施小计，管叫他全军尽没。,19shuiyanqijun.csv,46,0.9
关羽,白,"沿江决口，水淹七军。
周将听令！",19shuiyanqijun.csv,12,0.55
关羽,白,命你将树伐倒，造成木排，带领五百水手，生擒庞德。,19shuiyanqijun.csv,20,0.30000000000000004
关羽,白,关平听令！,19shuiyanqijun.csv,4,0.55
关羽,白,命你带领一千人马，准备沙囊土袋，去至襄江，将上下流水堵塞。只等江水暴涨，将近上流土袋撤去，决破堤口，然后水面杀敌。,19shuiyanqijun.csv,49,0.1
关羽,白,众将官！,19shuiyanqijun.csv,3,0.55
关羽,白,全军人马，连夜移驻高阜之上准备船只，尽灭七军去者！,19shuiyanqijun.csv,22,0.1
关羽,笑,哈哈哈！,19shuiyanqijun.csv,3,0.55
关羽,白,绑进帐来。,19shuiyanqijun.csv,4,0.55
关羽,白,唗！大胆于禁，关某兴兵至此，尔竟敢猖狂。来将于禁打入囚车，解回荆州，待某擒住曹操，一齐斩首。,19shuiyanqijun.csv,38,0.1
关羽,白,押进帐来。,19shuiyanqijun.csv,4,0.55
关羽,白,下站可是庞德？,19shuiyanqijun.csv,6,0.9
关羽,白,既已被擒，为何不跪？,19shuiyanqijun.csv,8,0.1
关羽,白,今日被擒，可知关某威名？,19shuiyanqijun.csv,10,0.3666666666666667
关羽,白,大胆！,19shuiyanqijun.csv,2,0.55
关羽,风入松,"庞德出言太猖狂，
敢说刀法比我强。",19shuiyanqijun.csv,14,0.9
关羽,白,斩！,19shuiyanqijun.csv,1,0.1
关羽,白,这……,19shuiyanqijun.csv,1,0.55
关羽,白,斩！,19shuiyanqijun.csv,1,0.1
关羽,白,"将他自带皮榇，盛殓他的尸首，埋葬起来。
今日七军已灭，樊城指日可破，皆众位将军之功。",19shuiyanqijun.csv,35,0.1
关羽,白,威震华夏？,19shuiyanqijun.csv,4,0.9
关羽,三笑,哈哈哈！,19shuiyanqijun.csv,3,0.55
关羽,白,后帐摆宴，与众将贺功。,19shuiyanqijun.csv,9,0.55
关羽,沽美酒,"奉君命镇荆襄，
统雄师战襄阳，
全凭着青龙偃月英名好。
今日里庞德命丧，
擒于禁七军皆亡，
灭吴魏犹如反掌，
指日里把中原扫荡，
俺乎，显得俺威风抖搂凌云智广，",19shuiyanqijun.csv,64,0.4
关羽,白,哎呀！,19shuiyanqijun.csv,2,0.55
关羽,沽美酒,保大哥展土开疆。,19shuiyanqijun.csv,7,0.9
关羽,内西皮导板,英雄无奈奔曹营——,1cipaozengma.csv,7,0.55
关羽,西皮快板,"弟兄失散在徐州城，
曹操领兵亲临阵，
将吾围困在土山顶，
张辽劝某来归顺，
三件大事俱应承。
催马加鞭往前进——",1cipaozengma.csv,44,0.55
关羽,西皮摇板,含羞带愧进曹营！,1cipaozengma.csv,7,0.55
关羽,白,丞相。,1cipaozengma.csv,2,0.55
关羽,白,岂敢，某请文远兄，在丞相台前，约请三事，丞相万勿失信。,1cipaozengma.csv,22,0.9
关羽,白,嗯——,1cipaozengma.csv,1,0.55
关羽,白,待某迎接二位皇嫂同往。,1cipaozengma.csv,10,0.55
关羽,白,但不知吾二位皇嫂，居住何处？,1cipaozengma.csv,12,0.55
关羽,白,如此待某去问皇嫂金安。,1cipaozengma.csv,10,0.9
关羽,念,思念桃园挂心间，不知二嫂驾可安？,1cipaozengma.csv,14,0.9
关羽,白,参见二位嫂嫂。,1cipaozengma.csv,6,0.55
关羽,白,有座。,1cipaozengma.csv,2,0.55
关羽,白,二位嫂嫂长叹落泪，所为何事？,1cipaozengma.csv,12,0.55
关羽,白,二位嫂嫂但放宽心，弟虽在曹营，无日不思想兄长，也曾命人各处打探，若得大哥音信，定要保护二位嫂嫂出离许昌。,1cipaozengma.csv,46,0.7000000000000001
关羽,白,曹公虽然待弟恩厚，奈弟桃园结义，誓同生死。小弟心如铁石，曹公虽有百计千方，怎能打动关某之心也。,1cipaozengma.csv,41,0.3666666666666667
关羽,西皮原板,"二皇嫂休得要泪悲淋，
细听小弟说分明：
曹孟德虽待我恩情重，
他怎知我桃园义共死生。
我也曾命人去四路打听，
不知我大哥何处存身，
倘若是得了准音信，
保定二皇嫂离曹营。",1cipaozengma.csv,70,0.6333333333333333
关羽,念,自从下邳来归曹，思想兄长泪双抛。,1cipaozengma.csv,14,0.55
关羽,白,先生请坐。,1cipaozengma.csv,4,0.55
关羽,白,某当拜领。,1cipaozengma.csv,4,0.9
关羽,白,遵命。,1cipaozengma.csv,2,0.55
关羽,白,恕不远送。,1cipaozengma.csv,4,0.55
关羽,白,丞相。,1cipaozengma.csv,2,0.55
关羽,白,告坐。,1cipaozengma.csv,2,0.55
关羽,白,这不是丞相所赠之袍？,1cipaozengma.csv,9,0.55
关羽,白,丞相有所不知，这新袍乃是丞相所赠，旧袍乃是吾兄长所赐，旧袍穿在外面，见袍如见兄长，不敢得新而忘旧也。,1cipaozengma.csv,44,0.55
关羽,白,丞相请。,1cipaozengma.csv,3,0.55
关羽,白,某身驱魁重，所乘之马，十分瘦小，况又多病，故而来迟。,1cipaozengma.csv,21,0.55
关羽,白,某家所用马童，颇能服劣马。,1cipaozengma.csv,11,0.55
关羽,白,马童走上。,1cipaozengma.csv,4,0.55
关羽,白,不知丞相之马，有何贵重之处？,1cipaozengma.csv,12,0.55
关羽,白,此马果然不差，只是可惜无有鞍鞯。,1cipaozengma.csv,14,0.55
关羽,白,待某乘骑。,1cipaozengma.csv,4,0.55
关羽,白,马童，带马。,1cipaozengma.csv,4,0.55
关羽,内白,马来！,1cipaozengma.csv,2,0.55
关羽,念,此马生来世间稀，身如火炭果出奇。左右两腋生麟甲，逐电追风快如飞。,1cipaozengma.csv,28,0.55
关羽,白,好马呀，好马。,1cipaozengma.csv,5,0.55
关羽,白,莫非虎牢关前，吕布所骑之赤兔马乎？,1cipaozengma.csv,15,0.55
关羽,白,好马人人皆爱。,1cipaozengma.csv,6,0.55
关羽,白,丞相此话当真？,1cipaozengma.csv,6,0.55
