角色名,唱法/表演方式,台词,来源文件,字数,情感分
关羽,念,营中鸣鼓角，,10qunanjun.csv,5,0.55
关羽,同白,俺、（关羽）（张飞）。,10qunanjun.csv,5,0.55
关羽,同白,得令！周郎啊，周郎！,10qunanjun.csv,7,0.55
关羽,念,任你纵有鲸吞志，,10qunanjun.csv,7,0.55
关羽,同白,免！,10qunanjun.csv,1,0.55
关羽,同白,得令！,10qunanjun.csv,2,0.55
关羽,同白,啊！,10qunanjun.csv,1,0.55
关羽,白,在。,10qunanjun.csv,1,0.55
关羽,白,得令！,10qunanjun.csv,2,0.55
关羽,白,唉！,10xundi.csv,1,0.55
关羽,吹腔,"这一阵只杀得某力尽气衰，
险些的二弟兄厮杀起来。",10xundi.csv,21,0.1
关羽,白,唔呼呀！原来大雁空中喧哗。当年我弟兄，在徐州失散，大雁空中喧哗，今日古城相见，又来喧哗，真乃奇事也！,10xundi.csv,42,0.55
关羽,吹腔,"南来雁不住地当头叫，
只叫得关云长英雄心内好焦！",10xundi.csv,21,0.55
关羽,白,唤他们进来。,10xundi.csv,5,0.55
关羽,白,到此何事？,10xundi.csv,4,0.55
关羽,白,"看衣更换。
你二人先行回去，我随后即至。",10xundi.csv,16,0.55
关羽,白,带路！,10xundi.csv,2,0.55
关羽,吹腔,"卸连环露出了绿袍甲胄，
大英雄今日里才得出头。
耳边厢又听得人声马吼，",10xundi.csv,30,0.55
关羽,白,啊？,10xundi.csv,1,0.55
关羽,吹腔,是何处军卒们吵闹所为何由？,10xundi.csv,12,0.55
关羽,白,何处人马喧哗？,10xundi.csv,6,0.55
关羽,白,愿降者开名上册，不愿降者，各自散去。,10xundi.csv,15,0.55
关羽,吹腔,"教他们愿降者开名上册，
不愿意归降者赏银两，
叫他们各自逃生。",10xundi.csv,26,0.55
关羽,白,不用，下去！,10xundi.csv,4,0.55
关羽,白,打了下去！,10xundi.csv,4,0.1
关羽,白,带路！,10xundi.csv,2,0.55
关羽,吹腔,"军卒们将队伍且慢来摆，
关二爷一步一步儿走进了城来。",10xundi.csv,23,0.55
关羽,白,大哥！,10xundi.csv,2,0.55
关羽,同白,（大哥）（二弟）呀！,10xundi.csv,5,0.55
关羽,白,"谢座。
马童，见过大爷。",10xundi.csv,8,0.9
关羽,白,折煞小弟了！,10xundi.csv,5,0.55
关羽,白,弟在曹营呵！,10xundi.csv,5,0.55
关羽,白,施礼为何？,10xundi.csv,4,0.9
关羽,白,份内之事，理当效劳。,10xundi.csv,8,0.55
关羽,白,大哥请便。,10xundi.csv,4,0.55
关羽,白,施全礼为何？,10xundi.csv,5,0.9
关羽,白,小弟不敢。,10xundi.csv,4,0.55
关羽,白,小弟越发不敢。,10xundi.csv,6,0.55
关羽,白,弟遵命！,10xundi.csv,3,0.55
关羽,白,请便。,10xundi.csv,2,0.55
关羽,白,唉，心中烦闷，待某看书解闷。,10xundi.csv,11,0.55
关羽,吹腔,"看古书看的是南北交战，
楚汉相争两国为难，
孙庞斗智均都是英雄汉，",10xundi.csv,28,0.9
关羽,白,唉！,10xundi.csv,1,0.55
关羽,吹腔,似这样绝义厮杀，关某何须看它。,10xundi.csv,13,0.30000000000000004
关羽,白,唉！想我在曹营一日，与二嫂三次问安，难道说，来到古城废却此礼不成？待我去到后面，问候二位皇嫂金安。,10xundi.csv,42,0.9
关羽,白,何人在此？,10xundi.csv,4,0.55
关羽,白,我道何人，原来是张三爷！,10xundi.csv,10,0.55
关羽,白,三将军！,10xundi.csv,3,0.55
关羽,白,跪在尘埃，为了何事？,10xundi.csv,8,0.55
关羽,白,自己弟兄，何出此言。三弟快快请起。,10xundi.csv,14,0.55
关羽,白,嗯！好个张三爷，好个三将军！想当年，我弟兄有徐州失散，愚兄困于土山，那曹操差去大将张辽，顺说愚兄降曹。兄宁死不降。皆因不知兄弟存亡，二嫂失在下邳城中，无所依赖。兄万般无奈，与张辽约下三事，曹操件件应允。兄自进曹营，那曹操三日一小宴，五日一大宴，上马献金，下马献银，赠袍赐马，待兄十分恩厚。兄在曹营，无一日不思兄，无一日不想弟。只因兄奉曹操将令，统领人马，攻打汝南，在阵前得遇孙乾先生，言道大哥已在河北袁绍军中。此事未辨真假，恐其有诈，兄回至许昌，闷闷不乐。忽然大哥使陈震先生前来下书，兄连辞曹操，回避高挂，不容相见。兄万般无奈，挂印封金，写柬辞曹，保定二位皇嫂，过关斩将，远路而来。实指望来在古城，弟兄相见。三弟见了愚兄，一言不发，提枪就刺。,10xundi.csv,272,0.33999999999999997
关羽,白,哼，你这一枪刺得不关紧要，险些弟南兄北，各自东西。古城楼上，你赐我三通战鼓，十名小卒，蒙天护佑，我斩了蔡阳。若是斩不了蔡阳，我的性命，断送你手。哎呀，似你这样不讲情义之人，还有什么桃园义气？话已讲明，我要回转蒲州去了！,10xundi.csv,92,0.5571428571428572
关羽,白,大哥！,10xundi.csv,2,0.55
关羽,吹腔,"大哥哥家住在大树楼桑，
小弟我家住在蒲州解良，
三兄弟家住有涿郡范阳，
仁兄弟均都是汉室栋梁。",10xundi.csv,40,0.9
关羽,同白,望空一拜！,10xundi.csv,4,0.9
关羽,同白,正是：,10xundi.csv,2,0.9
关羽,念,徐州失散古城会，,10xundi.csv,7,0.55
关羽,白,大哥是英雄。,10xundi.csv,5,0.55
关羽,同白,啊，哈哈哈！请啊，哈哈哈！,10xundi.csv,9,0.55
关羽,内同白,嗯哼！,11shouguanping.csv,2,0.55
关羽,念,兄南弟北十二春，,11shouguanping.csv,7,0.55
关羽,同白,参见大哥。,11shouguanping.csv,4,0.55
关羽,同白,谢座。唤弟等前来，有何事议论？,11shouguanping.csv,12,0.9
关羽,同白,多谢大哥。,11shouguanping.csv,4,0.9
关羽,白,嗯！周元福，尔自逞步下能行，你可敢随某步行试马？,11shouguanping.csv,20,0.9
关羽,白,好，周元福带马来！,11shouguanping.csv,7,0.9
关羽,西皮散板,"好一关西猛周仓，
步行如飞世无双，
登山越岭如平路，
亚赛风云闪电光。",11shouguanping.csv,28,0.55
关羽,白,元福步行如飞，勇不可当，好一员步行猛将！,11shouguanping.csv,17,0.9
关羽,白,这……某担当不起。,11shouguanping.csv,6,0.55
关羽,白,周仓！速回卧牛山，点齐兵将，同到古城。,11shouguanping.csv,15,0.55
关羽,内高拨子导板,紧勒丝缰阳关上，,11shouguanping.csv,7,0.55
关羽,高拨子碰板,"弟兄们身经百战在疆场，
到如今古城相会心欢畅！
平生抱负非寻常，
志气刚强把名扬，
跨下赤兔千里马，
青龙，青龙偃月斩上将，
凭俺，凭俺春秋一部书，
百战百胜驰疆场。
霎时乌云——",11shouguanping.csv,70,0.30000000000000004
关羽,高拨子散板,从空降，,11shouguanping.csv,3,0.55
关羽,唱,"急风骤雨袭身上。
紧急加鞭朝前往，
飞奔前村躲雨忙。",11shouguanping.csv,21,0.55
关羽,西皮摇板,"迎风冒雨路途奔，
见一老丈立庄门。",11shouguanping.csv,14,0.55
关羽,白,正是。老丈怎样知我？,11shouguanping.csv,8,0.9
关羽,白,打扰了！,11shouguanping.csv,3,0.1
关羽,白,有座。冒造贵府，老丈恕罪！,11shouguanping.csv,10,0.1
关羽,白,岂敢。,11shouguanping.csv,2,0.55
关羽,白,老丈请。此是令郎吗？,11shouguanping.csv,8,0.55
关羽,白,长者何名？,11shouguanping.csv,4,0.55
关羽,白,原来如此。,11shouguanping.csv,4,0.55
关羽,白,叨扰了！请。,11shouguanping.csv,4,0.55
关羽,西皮散板,承公美意似孟尝。,11shouguanping.csv,7,0.55
关羽,白,某大哥来了！,11shouguanping.csv,5,0.55
关羽,白,大哥！,11shouguanping.csv,2,0.55
关羽,白,大哥！这是关定老翁。昨日遇雨投宿，承蒙老丈款待。,11shouguanping.csv,20,0.55
关羽,白,有话叙谈，只管坐下。,11shouguanping.csv,8,0.55
关羽,白,吾看二位公子，品格非凡。每日有何消遣？,11shouguanping.csv,16,0.55
关羽,白,壁上悬挂青锋，何人佩带？,11shouguanping.csv,10,0.55
关羽,白,公子宽衣赐教。,11shouguanping.csv,6,0.9
关羽,白,呀！,11shouguanping.csv,1,0.55
关羽,吹腔,"观此子好剑法绝妙可赏，
亚赛过养由基将中豪强；
关云长若能够收下此将，
扶汉室又一个架海金梁。",11shouguanping.csv,40,0.9
关羽,白,公子好剑术！,11shouguanping.csv,5,0.55
关羽,白,这……,11shouguanping.csv,1,0.55
关羽,白,哈哈哈！请起。,11shouguanping.csv,5,0.55
关羽,西皮原板,"某挂印离京都你全知晓，
众守将阻去路某岂能饶？",11shouguanping.csv,20,0.55
关羽,引子,志气冲霄汉，赤胆忠心，保江山。,11zhanchangsha.csv,12,0.9
关羽,念,蚕眉凤目秉忠心，青龙偃月破黄巾。苍天若助三分力，扭转汉室锦乾坤。,11zhanchangsha.csv,28,0.9
关羽,白,"某、汉室关。奉命镇守荆州一带等处，某与军师打赌，夺取长沙。
军士们！",11zhanchangsha.csv,27,0.1
关羽,白,站立两厢，听某一令！,11zhanchangsha.csv,8,0.55
关羽,西皮导板,某奉军师将令差，,11zhanchangsha.csv,7,0.55
关羽,西皮原板,"运筹帷幄坐将台。
旌旗不住空中摆，
大小儿郎逞雄才。
某家出世英名在，
哪把长沙挂心怀。
吩咐三军把马带，",11zhanchangsha.csv,42,0.55
关羽,西皮散板,他日有功列三台。,11zhanchangsha.csv,7,0.55
关羽,白,然也！既知某家领兵前来，就该马前归顺。,11zhanchangsha.csv,16,0.55
关羽,白,要问某的本领，你且听道！,11zhanchangsha.csv,10,0.55
关羽,西皮导板,勒马停蹄站沙场，,11zhanchangsha.csv,7,0.55
关羽,西皮慢二六板,"黄忠老将听端详：
某大哥堂堂帝王相，
当今皇叔四海扬。
某三弟翼德猛勇将，
大吼一声断桥梁。
四弟子龙不可挡，
长坂坡前救小王。
三请军师诸葛亮，
神机妙算腹内藏。
我弟兄曾破黄巾兵百万，
颜良、文丑在某的青龙刀下丧无常。
过五关斩过六员将，
擂鼓三通斩蔡阳。
黄忠早把长沙让，
免得一命刀下亡。",11zhanchangsha.csv,118,0.5444444444444445
关羽,西皮散板,"三军摆下杀人场，
管叫你一命丧战场。",11zhanchangsha.csv,15,0.1
关羽,白,且住！黄忠杀法甚是骁勇，他若追来，拖刀计斩他下马！,11zhanchangsha.csv,21,0.30000000000000004
关羽,白,黄忠，某家出世以来，不斩落马之将。回营换马再战！,11zhanchangsha.csv,20,0.30000000000000004
关羽,白,好一员老将！收兵！,11zhanchangsha.csv,7,0.55
关羽,西皮散板,黄忠老将失了机，,11zhanchangsha.csv,7,0.9
关羽,西皮流水板,"他与某家比高低。
我把黄忠好一比，
绵羊见虎把头低。
将身且坐宝帐里，",11zhanchangsha.csv,28,0.9
关羽,西皮散板,且听探马报端的。,11zhanchangsha.csv,7,0.55
关羽,白,再探！,11zhanchangsha.csv,2,0.55
关羽,西皮散板,"三军带过追风骑，
要与老将见高低。",11zhanchangsha.csv,14,0.55
关羽,白,黄忠，昨日饶尔不死，又来作甚？,11zhanchangsha.csv,12,0.9
关羽,白,口出大言，终何用耳！,11zhanchangsha.csv,8,0.55
关羽,西皮摇板,"接过雕翎箭一条。
明知深山有虎豹，
大胆入山去探虎巢。",11zhanchangsha.csv,22,0.9
关羽,西皮摇板,"接过雕翎箭二根。
可恨黄忠欺某甚，
放箭哪有某接箭能。",11zhanchangsha.csv,22,0.5
关羽,白,"且住！黄忠百步穿杨，百发百中，连射三箭，只射盔樱，不射咽喉，是何道理？哦哦是了，想是黄忠有降顺之心。
军士们！",11zhanchangsha.csv,44,0.9
关羽,白,将长沙团团围住！,11zhanchangsha.csv,7,0.55
关羽,西皮散板,奉命来把长沙取，,11zhanchangsha.csv,7,0.55
关羽,西皮流水板,"因此某家把兵提。
将身且坐宝帐里，",11zhanchangsha.csv,14,0.55
关羽,西皮散板,且听探马报端的。,11zhanchangsha.csv,7,0.55
关羽,白,"知道了。
架起刀门！传黄忠、魏延进帐！",11zhanchangsha.csv,14,0.9
关羽,西皮散板,"睁开凤眼来观觑，
只见二将跪丹墀。
为什么停兵不交战？
降顺事儿说端的！",11zhanchangsha.csv,29,0.55
关羽,西皮散板,"一见人头好惨凄，
为国忠良血染衣。
下得位来忙搀起，
兄长到此把功提。",11zhanchangsha.csv,28,0.3666666666666667
关羽,白,二位将军请坐。,11zhanchangsha.csv,6,0.55
关羽,白,昨日阵前交战，老将军果然好刀法。,11zhanchangsha.csv,14,0.55
关羽,白,昨日阵前，为何不见魏将军？,11zhanchangsha.csv,11,0.55
关羽,白,兄长到此必有封赠。,11zhanchangsha.csv,8,0.55
关羽,白,二位将军请退！,11zhanchangsha.csv,6,0.55
关羽,白,有请！,11zhanchangsha.csv,2,0.55
关羽,白,此乃兄王洪福，先生妙算，弟何功之有？,11zhanchangsha.csv,15,0.9
关羽,白,小弟收得降将黄忠、魏延，现在帐外。,11zhanchangsha.csv,14,0.9
关羽,白,且慢！啊先生，为何将魏延斩首？,11zhanchangsha.csv,12,0.1
关羽,白,若是斩了魏延，只恐天下英雄道俺桃园弟兄不义气了！,11zhanchangsha.csv,22,0.26
关羽,白,将魏延解下桩来！,11zhanchangsha.csv,7,0.55
关羽,白,长沙印信献上。,11zhanchangsha.csv,6,0.9
关羽,引子,凤目蚕眉须苍白，秉烛达旦天下仰；展雄威，声震邻邦。,12dandaohui.csv,21,0.9
关羽,念,赤面长髯武艺强，兵机战策腹中藏。青龙赤兔无人挡，扰倾雄兵镇荆襄。,12dandaohui.csv,28,0.9
关羽,白,"某、汉寿亭侯关。奉了军师之命，镇守荆州一带。可恨孙权，每每着人前来讨取，是俺再三不与，那厮必定不肯罢休，且自由他。
周仓！",12dandaohui.csv,50,0.1
关羽,白,伺候了！,12dandaohui.csv,3,0.55
关羽,白,传！,12dandaohui.csv,1,0.55
关羽,白,你奉何人所差？,12dandaohui.csv,6,0.55
关羽,白,"呈上来！
你对鲁大夫言讲，修书不及，照书行事。",12dandaohui.csv,18,0.55
关羽,白,原来鲁肃请某过江饮宴。,12dandaohui.csv,10,0.55
关羽,白,某若不去，岂不被东吴耻笑？,12dandaohui.csv,11,0.55
关羽,白,想为父出兵多年，纵横天下，岂惧东吴小辈！,12dandaohui.csv,17,0.1
关羽,白,只用大船一只，挑选关西大汉数名，在船中服役，周仓一人跟随，船上插红旗一面；再备白旗一面，暗藏船中。吾儿准备战船二十只，领精兵一千名，在江心伺候。倘若东吴有诈，那时将白旗摆动，吾儿带兵急速接应，料无妨碍。,12dandaohui.csv,87,0.55
关羽,白,关平，你随为父出兵多年，尚不深悉用兵之道。站立一旁，听为父训教。,12dandaohui.csv,27,0.55
关羽,白,为将帅者，必须要上晓天文，深明地理，熟读兵书，通达战策。统兵出战，更须足智多谋；治兵当以纪律为先，临阵务从精细入手。统率将士，体恤人心，宽以济猛，猛以济宽。有功则赏，有过者罚。交锋之际，量自己之强弱，察敌阵之虚实。又道是知己知彼，百战百胜，乘其未至，攻其不备。运筹帷幄之中，决胜千里之外。诈败不可紧追；得胜不可妄进。安营扎寨，靠山近水。深林防埋伏；苇塘防火攻。此乃战无不胜，攻无不取，所谓行军之要诀也！,12dandaohui.csv,168,0.7400000000000001
关羽,西皮摇板,"用兵之道须谨慎，
临阵交锋要小心。
随机应变休妄进，
得胜成功莫逞能。
因地制宜安营寨，
靠山近水好屯军。
偷营劫寨心拿稳，
旗开得胜把功成。",12dandaohui.csv,56,0.9
关羽,白,"上得船来，好一派江景也！
周仓！",12dandaohui.csv,12,0.55
关羽,白,解缆开船。,12dandaohui.csv,4,0.55
关羽,二黄导板,上船来只觉得神清气爽！,12dandaohui.csv,10,0.55
关羽,二黄原板,"推楼窗展凤眼细看端详。
大战船千百只江岸倚傍，
小战船密匝匝好似蜂房。
微风起淡云收天晴日朗，
碧澄澄波浪稳水接天光。
耳边厢又听得人声喧嚷，
又只见东吴兵排列两厢。
叫周仓将大船——",12dandaohui.csv,76,0.55
关羽,二黄散板,"依靠岸上，
来到了东吴地天各一方。",12dandaohui.csv,14,0.55
关羽,白,某家久未致候，大夫海涵！,12dandaohui.csv,10,0.55
关羽,白,大夫招宴，足见故人情义。,12dandaohui.csv,10,0.9
关羽,白,请！,12dandaohui.csv,1,0.55
关羽,白,叨扰了！,12dandaohui.csv,3,0.55
关羽,西皮原板,"今日里与大夫共饮琼浆，
在筵前听关某诉一诉衷肠：
想当年破黄巾东除西荡，
战吕布诛文丑刀斩颜良。
数十载动干戈未离马上，
奉主命统雄兵坐镇荆襄。
与大夫对饮在临江亭上，
蒙厚意备酒宴甚是叨光。",12dandaohui.csv,81,0.1
关羽,白,大夫不嫌絮烦，听某道来！,12dandaohui.csv,10,0.55
关羽,白,听了！,12dandaohui.csv,2,0.55
关羽,吹腔慢板,"想当年在曹营多安享，
为寻兄长出许昌。
挂印封金阳关上，
沿途关口动刀枪。
孔秀、孟坦刀下丧，
韩福、王植马前亡。
有普净泄机关得脱罗网，
三尺剑劈卞喜他命丧佛堂。
黄河渡那秦琪又来阻挡，
青龙刀斩鼠辈命丧无常。
古城之下摆战场，
擂鼓三通斩蔡阳。",12dandaohui.csv,99,0.3666666666666667
关羽,白,有何金言，但讲不妨！,12dandaohui.csv,8,0.55
关羽,白,鲁大夫，今日饮宴，乃是朋友之情，军国大事，何须提起！,12dandaohui.csv,21,0.55
关羽,白,乃是某宝刀的啸声！,12dandaohui.csv,8,0.55
关羽,白,正是。,12dandaohui.csv,2,0.9
关羽,白,自桃园结义以来，某家即有此刀，数十馀年，直到今日它只啸了三次。,12dandaohui.csv,27,0.9
关羽,白,也不过是杀人而已。,12dandaohui.csv,8,0.1
关羽,白,"第一次刀啸，应在斩颜良、诛文丑；第二次刀啸应在过五关斩六将；今日这第三次刀啸么？
只恐怕要应在大夫你的身上了！
周仓，刀来！
刀哇，青龙刀！想你随某出兵多年，也不知斩了多少上将。今日鲁大夫设宴相邀，在临江亭上散酒，你也来饮上一杯。",12dandaohui.csv,97,0.1
关羽,唱,"青龙偃月白光凝，
能征惯战血染红！",12dandaohui.csv,14,0.1
关羽,白,酒已够了，某家要告辞了！,12dandaohui.csv,10,0.55
关羽,唱,"多蒙大夫情意厚，
尽欢而醉意悠悠！",12dandaohui.csv,14,0.55
关羽,白,好酒！,12dandaohui.csv,2,0.55
关羽,唱,"常言三杯和万事，
一醉便能解千愁。",12dandaohui.csv,14,0.5
关羽,白,关某要告辞了！,12dandaohui.csv,6,0.55
关羽,白,鲁大夫，某深感盛情，多谢了！,12dandaohui.csv,11,0.9
关羽,内同白,来也！,12huoshaowangbopo.csv,2,0.55
关羽,念,三顾茅庐卧龙岗，,12huoshaowangbopo.csv,7,0.55
关羽,念,聘请高贤难测量，,12huoshaowangbopo.csv,7,0.55
关羽,同白,参见大哥。,12huoshaowangbopo.csv,4,0.55
关羽,同白,谢座。,12huoshaowangbopo.csv,2,0.9
关羽,白,大哥！那孔明年幼娃娃，有什么才学，大哥待他过甚。又无见他真实效验，凭他花言巧语，指挥军情。,12huoshaowangbopo.csv,38,0.9
关羽,念,驰骋疆场美名标，,12huoshaowangbopo.csv,7,0.55
关羽,同白,俺——,12huoshaowangbopo.csv,1,0.55
关羽,白,关羽。,12huoshaowangbopo.csv,2,0.55
关羽,白,诸位将军，诸葛高贤升帐，看他如何调度。吾等两厢伺候！,12huoshaowangbopo.csv,22,0.55
关羽,同白,参见军师。,12huoshaowangbopo.csv,4,0.55
关羽,白,请问军师，吾等皆去迎敌，未审军师却作何事？,12huoshaowangbopo.csv,18,0.55
关羽,白,三弟呀！,12huoshaowangbopo.csv,3,0.55
关羽,唱,"三弟说话太莽撞，
莫忘桃园一炉香。
军师年幼剑印掌，
弟兄聘请下山岗。
你我不遵他令将，
教他怎伏众儿郎。",12huoshaowangbopo.csv,42,0.55
关羽,白,在！,12huoshaowangbopo.csv,1,0.55
关羽,白,得令！,12huoshaowangbopo.csv,2,0.55
关羽,内西皮导板,新野城外摆战场，,12huoshaowangbopo.csv,7,0.55
关羽,唱,"博望坡放火光。
腾腾烈火高千丈，
诸葛韬略果然强。
三军奋勇战场上，
等候曹兵众儿郎。",12huoshaowangbopo.csv,34,0.9
关羽,白,汉寿亭侯关。,12huoshaowangbopo.csv,5,0.55
关羽,同白,回营交令！,12huoshaowangbopo.csv,4,0.55
关羽,同白,交令！,12huoshaowangbopo.csv,2,0.55
关羽,白,三弟，此非夏侯惇之头，乃是他弟夏侯兰的首级。,12huoshaowangbopo.csv,19,0.55
关羽,白,且慢！军师，桃园弟兄，誓同生死，今日斩了翼德，我桃园弟兄，就不义气了！,12huoshaowangbopo.csv,28,0.42000000000000004
关羽,同白,我等皆服，望军师开恩。,12huoshaowangbopo.csv,9,0.55
关羽,念,一战惊破曹兵胆，,12huoshaowangbopo.csv,7,0.55
关羽,引子,威震乾坤，扶汉室，一点丹诚，秉赤心！,13hanjinkou.csv,14,0.9
关羽,念,忠义一腔贯古今，补天化日庆升平。英雄侪辈称夫子，怎比当年古圣人。,13hanjinkou.csv,28,0.9
关羽,白,某，汉室关。可恨曹操，上欺天子，下压群臣。诓哄孺子刘琮，献了荆襄，反遭其害。某大哥弃了新野，欲取荆州。曹兵百万，追赶甚紧。因此孔明先生，令吾来江夏，与公子刘琦，调兵救急。怎奈刘琦染病未愈，不能发兵。使某焦躁也！,13hanjinkou.csv,86,0.7000000000000001
关羽,西皮原板,"叹不尽炎汉家气运已倒，
汉刘邦三尺剑斩却蟒蛟。
承天意下咸阳灭秦除暴，
萧相国荐韩信火烧栈道。
楚霸王丧乌江波浪滔滔，
四百年锦江山雨顺风调。
王莽后出董卓今又曹操，
众黎民陷水火有苦难告。
我大哥帝室胄欲将国保，
时不至空使人枉费劬劳。",13hanjinkou.csv,100,0.4
关羽,白,公子少礼！,13hanjinkou.csv,4,0.9
关羽,白,公子贵恙痊愈，即速传令发兵，前去救应，恐皇叔悬望。,13hanjinkou.csv,21,0.6333333333333333
关羽,白,如此点将前往。,13hanjinkou.csv,6,0.55
关羽,同白,孔明先生为何来此？快快有请！,13hanjinkou.csv,12,0.9
关羽,同白,参见先生。,13hanjinkou.csv,4,0.55
关羽,白,军师，某大哥现在何处？,13hanjinkou.csv,9,0.55
关羽,白,得令！,13hanjinkou.csv,2,0.55
关羽,唱,"在府堂领将令晓谕小校，
斩曹操准备俺偃月宝刀。",13hanjinkou.csv,20,0.1
关羽,内西皮导板,青龙偃月威风凛，,13hanjinkou.csv,7,0.9
关羽,西皮原板,"赤兔胭脂起风云。
提起曹操冲天恨，
许田射鹿藐视君。
弄权意在夺汉鼎，
犹如王莽之后身。
桃园弟兄秉忠正，
誓必扶转汉乾坤。
相逢曹操难饶命，
但愿除奸在汉津。",13hanjinkou.csv,63,0.7400000000000001
关羽,白,汉寿亭侯关。,13hanjinkou.csv,5,0.55
关羽,白,小弟来迟，兄长受惊了。,13hanjinkou.csv,9,0.55
关羽,白,二嫂为何不在？,13hanjinkou.csv,6,0.55
关羽,白,唉，可怜！可叹！大哥，昔日许田射鹿之时，若从我意，杀了曹操，决无今日之患！,13hanjinkou.csv,29,0.1
关羽,同唱,尽可放心少惊慌。,13hanjinkou.csv,7,0.55
关羽,同白,且待近前了望。,13hanjinkou.csv,6,0.55
关羽,同白,原来是军师！,13hanjinkou.csv,5,0.55
关羽,引子,赤面丹心扶社稷，秉赤胆、保定汉室；威镇华夏、盖世奇，灭孙、曹一统华夷。,13shuiyanqijun.csv,28,0.6714285714285715
关羽,白,罢了！,13shuiyanqijun.csv,2,0.55
关羽,念,北拒曹瞒东拒吴，威镇荆襄保西都。义存汉室尊帝统，志在春秋一部书。,13shuiyanqijun.csv,28,0.9
关羽,白,某、关羽。大哥西川为王，三弟镇守阆中，某家总督荆襄一带。那曹仁被某一战，困在樊城。闻听曹操命于禁带兵前来，也曾命人打探，未见回报。,13shuiyanqijun.csv,55,0.3666666666666667
关羽,白,再探！,13shuiyanqijun.csv,2,0.55
关羽,白,好个胆大庞德，竟致前来骂阵。,13shuiyanqijun.csv,12,0.9
关羽,念,任尔纵有千军勇，难逃关某偃月刀！,13shuiyanqijun.csv,14,0.9
关羽,白,周仓！,13shuiyanqijun.csv,2,0.55
关羽,白,前去迎敌！,13shuiyanqijun.csv,4,0.55
关羽,白,然！,13shuiyanqijun.csv,1,0.55
关羽,白,庞将军，尔身为大将，临阵何必出此不利之言！依关某相劝，归顺西蜀，不失封侯之位。将军思之。,13shuiyanqijun.csv,37,0.55
关羽,白,你家元帅鸣金，何言怯战？,13shuiyanqijun.csv,10,0.55
关羽,白,但凭于你。,13shuiyanqijun.csv,4,0.55
关羽,念,明日动干戈。,13shuiyanqijun.csv,5,0.9
关羽,白,收兵！,13shuiyanqijun.csv,2,0.55
关羽,白,周仓！,13shuiyanqijun.csv,2,0.55
关羽,白,吩咐下去，人不可卸甲，马不可离鞍，明日五鼓天明，大战庞德。,13shuiyanqijun.csv,24,0.9
关羽,念,正在厮杀忽卷旗，是何战策使人疑？强中自有强中手，庞德小儿未可欺。,13shuiyanqijun.csv,28,0.42000000000000004
关羽,白,适才与庞德交战，若不是于禁鸣金收兵，某家险遭不测！老了哇！老了！,13shuiyanqijun.csv,27,0.9
关羽,唱,"想当年弟兄们曾结义，
乌牛白马祭苍天。
大破黄巾兵百万，
虎牢关前显桃园。",13shuiyanqijun.csv,30,0.9
关羽,白,庞德好铠甲也！,13shuiyanqijun.csv,6,0.9
关羽,唱,"头戴着乌油盔齐眉盖顶，
身穿着乌油甲甲似龙鳞。",13shuiyanqijun.csv,20,0.55
关羽,白,跨下一骑好马也！,13shuiyanqijun.csv,7,0.55
关羽,唱,"跨下一骑乌骓马，
亚赛关某赤兔胭脂。",13shuiyanqijun.csv,15,0.55
关羽,白,庞德好刀法也！,13shuiyanqijun.csv,6,0.9
关羽,唱,"手使着青铜刀一把，
亚赛关某偃月寒。
思来想去心烦乱，",13shuiyanqijun.csv,22,0.1
关羽,白,也罢！,13shuiyanqijun.csv,2,0.55
关羽,唱,且把春秋仔细观。,13shuiyanqijun.csv,7,0.55
关羽,白,再探！,13shuiyanqijun.csv,2,0.55
关羽,白,周仓！,13shuiyanqijun.csv,2,0.55
关羽,白,传令下去，三军不可自乱，三日内自有粮草应用。,13shuiyanqijun.csv,19,0.1
关羽,念,立地擎天大丈夫，目空北魏藐东吴。今日竟为敌所误，再把春秋仔细读。,13shuiyanqijun.csv,28,0.55
关羽,白,刀来！,13shuiyanqijun.csv,2,0.55
关羽,白,刀哇，刀！自从你到某手，过五关斩六将，何等威风，如今遇见小小的庞德竟战他不过，真真的——,13shuiyanqijun.csv,36,0.42000000000000004
关羽,唱,青龙刀何等威风煞气，,13shuiyanqijun.csv,9,0.9
关羽,白,庞德小儿，尔好威风，尔好煞气！,13shuiyanqijun.csv,12,0.9
关羽,唱,尔归顺曹瞒藐视关将。,13shuiyanqijun.csv,9,0.55
关羽,白,罢了！,13shuiyanqijun.csv,2,0.55
关羽,白,出帐观营！,13shuiyanqijun.csv,4,0.55
关羽,唱,"离却了九顶八宝中军帐，
又听得曹营内、大小儿郎闹嚷嚷。
大破黄巾兵百万，
虎牢关前把名扬。
过五关来斩六将，
擂鼓三通斩蔡阳。
在古城弟兄曾相会，
带领人马镇荆襄。
关平、周仓把土山上，
上得山来看四方！
这边厢高来，那边低，
山高水低不相宜。
看罢营寨哈哈笑，",13shuiyanqijun.csv,103,0.1
关羽,三笑,哈哈，哈哈，啊哈哈哈……,13shuiyanqijun.csv,8,0.55
关羽,唱,"笑只笑，于禁不会用兵机。
关某若使一条计，
笼中之鸟怎能飞！
关平、周仓归营去，
准备战船与水具。",13shuiyanqijun.csv,38,0.55
关羽,白,再探！,13shuiyanqijun.csv,2,0.55
关羽,白,"白河水涨，是天助某成功也！
周仓！",13shuiyanqijun.csv,13,0.9
